id,module,subtype,difficulty,text,target,display,distractor_1,distractor_2,distractor_3,distractor_family,weight,enabled,answer_correct,construction_id,cluster_family,cluster_surface,frame,subject,clitic_1,clitic_2,clitic_3,semantic_type,acoustic_tags,contrast_1,contrast_2,contrast_3,notes
PC_0060,SINGLE_CLITIC,Y_TOPIC,D1,"En ce moment, elle y pense encore.",目前，她还在想这件事,目前，她还在想这件事,目前，他还在想这件事,目前，她已经忘了这件事,目前，她还在想别的事,SUBJECT|LEXICAL|SEMANTIC,1.0,1,目前，她还在想这件事,PENSER_A,SINGLE_Y,y,PRESENT,ELLE,Y,,,TOPIC,,SUBJECT,LEXICAL,SEMANTIC,"seed=PC_0012; context=En ce moment,"
PC_0061,SINGLE_CLITIC,Y_TOPIC,D2,"Ce matin, vous y avez participé.",今天早上，您参加了这个活动,今天早上，您参加了这个活动,今天早上，我们参加了这个活动,今天早上，您退出了这个活动,今天早上，您参加了这些活动,SUBJECT|LEXICAL|NUMBER,1.4,1,今天早上，您参加了这个活动,PARTICIPER_A,SINGLE_Y,y,PASSE_COMPOSE,VOUS,Y,,,EVENT,VOUS_Y_AVEZ,SUBJECT,LEXICAL,NUMBER,"seed=PC_0013; context=Ce matin,"
PC_0062,SINGLE_CLITIC,REFLEXIVE,D2,"Ce matin, je me suis trompé.",今天早上，我搞错了,今天早上，我搞错了,今天早上，他搞错了,今天早上，我没搞错,今天早上，我迟到了,SUBJECT|POLARITY|LEXICAL,1.3,1,今天早上，我搞错了,SE_TROMPER,SINGLE_REFLEXIVE,me,PASSE_COMPOSE,JE,ME,,,LEXICAL_REFLEXIVE,ME_SUIS,SUBJECT,POLARITY,LEXICAL,"seed=PC_0014; context=Ce matin,"
PC_0063,SINGLE_CLITIC,REFLEXIVE,D2,"Ce matin, elle s'est inscrite.",今天早上，她报名了,今天早上，她报名了,今天早上，他报名了,今天早上，她取消报名了,今天早上，她已经到了,SUBJECT|POLARITY|LEXICAL,1.7,1,今天早上，她报名了,S_INSCRIRE,SINGLE_REFLEXIVE,s',PASSE_COMPOSE,ELLE,SE,,,LEXICAL_REFLEXIVE,S_EST,SUBJECT,POLARITY,LEXICAL,"seed=PC_0015; context=Ce matin,"
PC_0064,SINGLE_CLITIC,REFLEXIVE,D2,"Ce matin, ils se sont rencontrés.",今天早上，他们见面了,今天早上，他们见面了,今天早上，我们见面了,今天早上，他们没见面,今天早上，他们打电话了,SUBJECT|POLARITY|LEXICAL,1.5,1,今天早上，他们见面了,SE_RENCONTRER,SINGLE_REFLEXIVE,se,PASSE_COMPOSE,ILS,SE,,,RECIPROCAL,SE_SONT,SUBJECT,POLARITY,LEXICAL,"seed=PC_0016; context=Ce matin,"
PC_0065,SINGLE_CLITIC,SINGLE_COD,D2,"Hier matin, je l'ai reçu.",昨天早上，我收到这个了,昨天早上，我收到这个了,昨天早上，他收到这个了,昨天早上，我收到这些了,昨天早上，我把这个给别人了,SUBJECT|COD_NUMBER|ROLE,1.7,1,昨天早上，我收到这个了,RECEVOIR_QCH,SINGLE_COD,l',PASSE_COMPOSE,JE,LE_LA,,,COD_OBJECT,L_AI,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0001; context=Hier matin,"
PC_0066,SINGLE_CLITIC,SINGLE_COD,D1,"Pour l'instant, elle les connaît.",目前，她认识他们,目前，她认识他们,目前，他认识他们,目前，她认识他,目前，他们认识她,SUBJECT|COD_NUMBER|ROLE,1.0,1,目前，她认识他们,CONNAITRE_QN,SINGLE_COD,les,PRESENT,ELLE,LES,,,COD_PERSON,,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0002; context=Pour l'instant,"
PC_0067,SINGLE_CLITIC,SINGLE_COI,D2,"Hier matin, je lui ai répondu.",昨天早上，我回复他了,昨天早上，我回复他了,昨天早上，他回复我了,昨天早上，我回复他们了,昨天早上，我没回复他,ROLE_REVERSAL|COI_NUMBER|POLARITY,1.0,1,昨天早上，我回复他了,REPONDRE_A_QN,SINGLE_COI,lui,PASSE_COMPOSE,JE,LUI,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,POLARITY,"seed=PC_0003; context=Hier matin,"
PC_0068,SINGLE_CLITIC,SINGLE_COI,D2,"Hier matin, nous leur avons écrit.",昨天早上，我们给他们写信了,昨天早上，我们给他们写信了,昨天早上，他们给我们写信了,昨天早上，我们给他写信了,昨天早上，我们给他们打电话了,ROLE_REVERSAL|COI_NUMBER|LEXICAL,1.2,1,昨天早上，我们给他们写信了,ECRIRE_A_QN,SINGLE_COI,leur,PASSE_COMPOSE,NOUS,LEUR,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,LEXICAL,"seed=PC_0004; context=Hier matin,"
PC_0069,SINGLE_CLITIC,SINGLE_PERSON,D2,"Hier matin, il m'a appelé.",昨天早上，他给我打电话了,昨天早上，他给我打电话了,昨天早上，我给他打电话了,昨天早上，他给我们打电话了,昨天早上，他给我写信了,ROLE_REVERSAL|PERSON|LEXICAL,1.8,1,昨天早上，他给我打电话了,APPELER_QN,SINGLE_PERSON,m',PASSE_COMPOSE,IL,ME,,,COD_PERSON,M_A,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0005; context=Hier matin,"
PC_0070,SINGLE_CLITIC,SINGLE_PERSON,D2,"Hier matin, elle nous a prévenus.",昨天早上，她通知我们了,昨天早上，她通知我们了,昨天早上，我们通知她了,昨天早上，她通知他们了,昨天早上，她帮助我们了,ROLE_REVERSAL|PERSON|LEXICAL,1.0,1,昨天早上，她通知我们了,PREVENIR_QN,SINGLE_PERSON,nous,PASSE_COMPOSE,ELLE,NOUS,,,COD_PERSON,,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0006; context=Hier matin,"
PC_0071,SINGLE_CLITIC,SINGLE_PERSON,D2,"Hier matin, je vous ai entendu.",昨天早上，我听见您了,昨天早上，我听见您了,昨天早上，您听见我了,昨天早上，我听见他们了,昨天早上，我看见您了,ROLE_REVERSAL|PERSON|LEXICAL,1.4,1,昨天早上，我听见您了,ENTENDRE_QN,SINGLE_PERSON,vous,PASSE_COMPOSE,JE,VOUS,,,COD_PERSON,VOUS_AI,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0007; context=Hier matin,"
PC_0072,SINGLE_CLITIC,EN_LEXICAL,D1,"Hier matin, j'en ai besoin.",昨天早上，我需要这个,昨天早上，我需要这个,昨天早上，他需要这个,昨天早上，我不需要这个,昨天早上，我需要这些,SUBJECT|POLARITY|NUMBER,1.7,1,昨天早上，我需要这个,AVOIR_BESOIN_DE,SINGLE_EN,en,PRESENT,JE,EN,,,LEXICAL_EN,EN_AI,SUBJECT,POLARITY,NUMBER,"seed=PC_0008; context=Hier matin,"
PC_0073,SINGLE_CLITIC,EN_TOPIC,D1,"Pour l'instant, il en parle souvent.",目前，他经常谈这件事,目前，他经常谈这件事,目前，我经常谈这件事,目前，他经常谈那些人,目前，他很少谈这件事,SUBJECT|SEMANTIC|ADJUNCT,1.0,1,目前，他经常谈这件事,PARLER_DE,SINGLE_EN,en,PRESENT,IL,EN,,,TOPIC,,SUBJECT,SEMANTIC,ADJUNCT,"seed=PC_0009; context=Pour l'instant,"
PC_0074,SINGLE_CLITIC,EN_QUANTITY,D2,"Hier matin, nous en avons acheté trois.",昨天早上，我们买了三个,昨天早上，我们买了三个,昨天早上，他们买了三个,昨天早上，我们买了一个,昨天早上，我们卖了三个,SUBJECT|QUANTITY|LEXICAL,1.7,1,昨天早上，我们买了三个,ACHETER_QCH,SINGLE_EN,en,PASSE_COMPOSE,NOUS,EN,,,QUANTITY,NOUS_EN_AVONS,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0010; context=Hier matin,"
PC_0075,SINGLE_CLITIC,Y_LOCATION,D1,"Pour l'instant, j'y vais demain.",目前，我明天去那里,目前，我明天去那里,目前，他明天去那里,目前，我明天从那里回来,目前，我今天去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,目前，我明天去那里,ALLER_A_LIEU,SINGLE_Y,y,PRESENT,JE,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0011; context=Pour l'instant,"
PC_0076,SINGLE_CLITIC,Y_TOPIC,D1,"Pour l'instant, elle y pense encore.",目前，她还在想这件事,目前，她还在想这件事,目前，他还在想这件事,目前，她已经忘了这件事,目前，她还在想别的事,SUBJECT|LEXICAL|SEMANTIC,1.0,1,目前，她还在想这件事,PENSER_A,SINGLE_Y,y,PRESENT,ELLE,Y,,,TOPIC,,SUBJECT,LEXICAL,SEMANTIC,"seed=PC_0012; context=Pour l'instant,"
PC_0077,SINGLE_CLITIC,Y_TOPIC,D2,"Hier matin, vous y avez participé.",昨天早上，您参加了这个活动,昨天早上，您参加了这个活动,昨天早上，我们参加了这个活动,昨天早上，您退出了这个活动,昨天早上，您参加了这些活动,SUBJECT|LEXICAL|NUMBER,1.4,1,昨天早上，您参加了这个活动,PARTICIPER_A,SINGLE_Y,y,PASSE_COMPOSE,VOUS,Y,,,EVENT,VOUS_Y_AVEZ,SUBJECT,LEXICAL,NUMBER,"seed=PC_0013; context=Hier matin,"
PC_0078,SINGLE_CLITIC,REFLEXIVE,D2,"Hier matin, je me suis trompé.",昨天早上，我搞错了,昨天早上，我搞错了,昨天早上，他搞错了,昨天早上，我没搞错,昨天早上，我迟到了,SUBJECT|POLARITY|LEXICAL,1.3,1,昨天早上，我搞错了,SE_TROMPER,SINGLE_REFLEXIVE,me,PASSE_COMPOSE,JE,ME,,,LEXICAL_REFLEXIVE,ME_SUIS,SUBJECT,POLARITY,LEXICAL,"seed=PC_0014; context=Hier matin,"
PC_0079,SINGLE_CLITIC,REFLEXIVE,D2,"Hier matin, elle s'est inscrite.",昨天早上，她报名了,昨天早上，她报名了,昨天早上，他报名了,昨天早上，她取消报名了,昨天早上，她已经到了,SUBJECT|POLARITY|LEXICAL,1.7,1,昨天早上，她报名了,S_INSCRIRE,SINGLE_REFLEXIVE,s',PASSE_COMPOSE,ELLE,SE,,,LEXICAL_REFLEXIVE,S_EST,SUBJECT,POLARITY,LEXICAL,"seed=PC_0015; context=Hier matin,"
PC_0080,SINGLE_CLITIC,REFLEXIVE,D2,"Hier matin, ils se sont rencontrés.",昨天早上，他们见面了,昨天早上，他们见面了,昨天早上，我们见面了,昨天早上，他们没见面,昨天早上，他们打电话了,SUBJECT|POLARITY|LEXICAL,1.5,1,昨天早上，他们见面了,SE_RENCONTRER,SINGLE_REFLEXIVE,se,PASSE_COMPOSE,ILS,SE,,,RECIPROCAL,SE_SONT,SUBJECT,POLARITY,LEXICAL,"seed=PC_0016; context=Hier matin,"
PC_0081,SINGLE_CLITIC,SINGLE_COD,D2,"Hier soir, je l'ai reçu.",昨晚，我收到这个了,昨晚，我收到这个了,昨晚，他收到这个了,昨晚，我收到这些了,昨晚，我把这个给别人了,SUBJECT|COD_NUMBER|ROLE,1.7,1,昨晚，我收到这个了,RECEVOIR_QCH,SINGLE_COD,l',PASSE_COMPOSE,JE,LE_LA,,,COD_OBJECT,L_AI,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0001; context=Hier soir,"
PC_0082,SINGLE_CLITIC,SINGLE_COD,D1,"Cette fois, elle les connaît.",这次，她认识他们,这次，她认识他们,这次，他认识他们,这次，她认识他,这次，他们认识她,SUBJECT|COD_NUMBER|ROLE,1.0,1,这次，她认识他们,CONNAITRE_QN,SINGLE_COD,les,PRESENT,ELLE,LES,,,COD_PERSON,,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0002; context=Cette fois,"
PC_0083,SINGLE_CLITIC,SINGLE_COI,D2,"Hier soir, je lui ai répondu.",昨晚，我回复他了,昨晚，我回复他了,昨晚，他回复我了,昨晚，我回复他们了,昨晚，我没回复他,ROLE_REVERSAL|COI_NUMBER|POLARITY,1.0,1,昨晚，我回复他了,REPONDRE_A_QN,SINGLE_COI,lui,PASSE_COMPOSE,JE,LUI,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,POLARITY,"seed=PC_0003; context=Hier soir,"
PC_0084,SINGLE_CLITIC,SINGLE_COI,D2,"Hier soir, nous leur avons écrit.",昨晚，我们给他们写信了,昨晚，我们给他们写信了,昨晚，他们给我们写信了,昨晚，我们给他写信了,昨晚，我们给他们打电话了,ROLE_REVERSAL|COI_NUMBER|LEXICAL,1.2,1,昨晚，我们给他们写信了,ECRIRE_A_QN,SINGLE_COI,leur,PASSE_COMPOSE,NOUS,LEUR,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,LEXICAL,"seed=PC_0004; context=Hier soir,"
PC_0085,SINGLE_CLITIC,SINGLE_PERSON,D2,"Hier soir, il m'a appelé.",昨晚，他给我打电话了,昨晚，他给我打电话了,昨晚，我给他打电话了,昨晚，他给我们打电话了,昨晚，他给我写信了,ROLE_REVERSAL|PERSON|LEXICAL,1.8,1,昨晚，他给我打电话了,APPELER_QN,SINGLE_PERSON,m',PASSE_COMPOSE,IL,ME,,,COD_PERSON,M_A,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0005; context=Hier soir,"
PC_0086,SINGLE_CLITIC,SINGLE_PERSON,D2,"Hier soir, elle nous a prévenus.",昨晚，她通知我们了,昨晚，她通知我们了,昨晚，我们通知她了,昨晚，她通知他们了,昨晚，她帮助我们了,ROLE_REVERSAL|PERSON|LEXICAL,1.0,1,昨晚，她通知我们了,PREVENIR_QN,SINGLE_PERSON,nous,PASSE_COMPOSE,ELLE,NOUS,,,COD_PERSON,,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0006; context=Hier soir,"
PC_0087,SINGLE_CLITIC,SINGLE_PERSON,D2,"Hier soir, je vous ai entendu.",昨晚，我听见您了,昨晚，我听见您了,昨晚，您听见我了,昨晚，我听见他们了,昨晚，我看见您了,ROLE_REVERSAL|PERSON|LEXICAL,1.4,1,昨晚，我听见您了,ENTENDRE_QN,SINGLE_PERSON,vous,PASSE_COMPOSE,JE,VOUS,,,COD_PERSON,VOUS_AI,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0007; context=Hier soir,"
PC_0088,SINGLE_CLITIC,EN_LEXICAL,D1,"Hier soir, j'en ai besoin.",昨晚，我需要这个,昨晚，我需要这个,昨晚，他需要这个,昨晚，我不需要这个,昨晚，我需要这些,SUBJECT|POLARITY|NUMBER,1.7,1,昨晚，我需要这个,AVOIR_BESOIN_DE,SINGLE_EN,en,PRESENT,JE,EN,,,LEXICAL_EN,EN_AI,SUBJECT,POLARITY,NUMBER,"seed=PC_0008; context=Hier soir,"
PC_0089,SINGLE_CLITIC,EN_TOPIC,D1,"Cette fois, il en parle souvent.",这次，他经常谈这件事,这次，他经常谈这件事,这次，我经常谈这件事,这次，他经常谈那些人,这次，他很少谈这件事,SUBJECT|SEMANTIC|ADJUNCT,1.0,1,这次，他经常谈这件事,PARLER_DE,SINGLE_EN,en,PRESENT,IL,EN,,,TOPIC,,SUBJECT,SEMANTIC,ADJUNCT,"seed=PC_0009; context=Cette fois,"
PC_0090,SINGLE_CLITIC,EN_QUANTITY,D2,"Hier soir, nous en avons acheté trois.",昨晚，我们买了三个,昨晚，我们买了三个,昨晚，他们买了三个,昨晚，我们买了一个,昨晚，我们卖了三个,SUBJECT|QUANTITY|LEXICAL,1.7,1,昨晚，我们买了三个,ACHETER_QCH,SINGLE_EN,en,PASSE_COMPOSE,NOUS,EN,,,QUANTITY,NOUS_EN_AVONS,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0010; context=Hier soir,"
PC_0091,SINGLE_CLITIC,Y_LOCATION,D1,"Cette fois, j'y vais demain.",这次，我明天去那里,这次，我明天去那里,这次，他明天去那里,这次，我明天从那里回来,这次，我今天去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,这次，我明天去那里,ALLER_A_LIEU,SINGLE_Y,y,PRESENT,JE,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0011; context=Cette fois,"
PC_0092,SINGLE_CLITIC,Y_TOPIC,D1,"Cette fois, elle y pense encore.",这次，她还在想这件事,这次，她还在想这件事,这次，他还在想这件事,这次，她已经忘了这件事,这次，她还在想别的事,SUBJECT|LEXICAL|SEMANTIC,1.0,1,这次，她还在想这件事,PENSER_A,SINGLE_Y,y,PRESENT,ELLE,Y,,,TOPIC,,SUBJECT,LEXICAL,SEMANTIC,"seed=PC_0012; context=Cette fois,"
PC_0093,SINGLE_CLITIC,Y_TOPIC,D2,"Hier soir, vous y avez participé.",昨晚，您参加了这个活动,昨晚，您参加了这个活动,昨晚，我们参加了这个活动,昨晚，您退出了这个活动,昨晚，您参加了这些活动,SUBJECT|LEXICAL|NUMBER,1.4,1,昨晚，您参加了这个活动,PARTICIPER_A,SINGLE_Y,y,PASSE_COMPOSE,VOUS,Y,,,EVENT,VOUS_Y_AVEZ,SUBJECT,LEXICAL,NUMBER,"seed=PC_0013; context=Hier soir,"
PC_0094,SINGLE_CLITIC,REFLEXIVE,D2,"Hier soir, je me suis trompé.",昨晚，我搞错了,昨晚，我搞错了,昨晚，他搞错了,昨晚，我没搞错,昨晚，我迟到了,SUBJECT|POLARITY|LEXICAL,1.3,1,昨晚，我搞错了,SE_TROMPER,SINGLE_REFLEXIVE,me,PASSE_COMPOSE,JE,ME,,,LEXICAL_REFLEXIVE,ME_SUIS,SUBJECT,POLARITY,LEXICAL,"seed=PC_0014; context=Hier soir,"
PC_0095,SINGLE_CLITIC,REFLEXIVE,D2,"Hier soir, elle s'est inscrite.",昨晚，她报名了,昨晚，她报名了,昨晚，他报名了,昨晚，她取消报名了,昨晚，她已经到了,SUBJECT|POLARITY|LEXICAL,1.7,1,昨晚，她报名了,S_INSCRIRE,SINGLE_REFLEXIVE,s',PASSE_COMPOSE,ELLE,SE,,,LEXICAL_REFLEXIVE,S_EST,SUBJECT,POLARITY,LEXICAL,"seed=PC_0015; context=Hier soir,"
PC_0096,SINGLE_CLITIC,REFLEXIVE,D2,"Hier soir, ils se sont rencontrés.",昨晚，他们见面了,昨晚，他们见面了,昨晚，我们见面了,昨晚，他们没见面,昨晚，他们打电话了,SUBJECT|POLARITY|LEXICAL,1.5,1,昨晚，他们见面了,SE_RENCONTRER,SINGLE_REFLEXIVE,se,PASSE_COMPOSE,ILS,SE,,,RECIPROCAL,SE_SONT,SUBJECT,POLARITY,LEXICAL,"seed=PC_0016; context=Hier soir,"
PC_0097,SINGLE_CLITIC,SINGLE_COD,D2,"Récemment, je l'ai reçu.",最近，我收到这个了,最近，我收到这个了,最近，他收到这个了,最近，我收到这些了,最近，我把这个给别人了,SUBJECT|COD_NUMBER|ROLE,1.7,1,最近，我收到这个了,RECEVOIR_QCH,SINGLE_COD,l',PASSE_COMPOSE,JE,LE_LA,,,COD_OBJECT,L_AI,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0001; context=Récemment,"
PC_0098,SINGLE_CLITIC,SINGLE_COD,D1,"Actuellement, elle les connaît.",目前，她认识他们,目前，她认识他们,目前，他认识他们,目前，她认识他,目前，他们认识她,SUBJECT|COD_NUMBER|ROLE,1.0,1,目前，她认识他们,CONNAITRE_QN,SINGLE_COD,les,PRESENT,ELLE,LES,,,COD_PERSON,,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0002; context=Actuellement,"
PC_0099,SINGLE_CLITIC,SINGLE_COI,D2,"Récemment, je lui ai répondu.",最近，我回复他了,最近，我回复他了,最近，他回复我了,最近，我回复他们了,最近，我没回复他,ROLE_REVERSAL|COI_NUMBER|POLARITY,1.0,1,最近，我回复他了,REPONDRE_A_QN,SINGLE_COI,lui,PASSE_COMPOSE,JE,LUI,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,POLARITY,"seed=PC_0003; context=Récemment,"
PC_0100,SINGLE_CLITIC,SINGLE_COI,D2,"Récemment, nous leur avons écrit.",最近，我们给他们写信了,最近，我们给他们写信了,最近，他们给我们写信了,最近，我们给他写信了,最近，我们给他们打电话了,ROLE_REVERSAL|COI_NUMBER|LEXICAL,1.2,1,最近，我们给他们写信了,ECRIRE_A_QN,SINGLE_COI,leur,PASSE_COMPOSE,NOUS,LEUR,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,LEXICAL,"seed=PC_0004; context=Récemment,"
PC_0101,SINGLE_CLITIC,SINGLE_PERSON,D2,"Récemment, il m'a appelé.",最近，他给我打电话了,最近，他给我打电话了,最近，我给他打电话了,最近，他给我们打电话了,最近，他给我写信了,ROLE_REVERSAL|PERSON|LEXICAL,1.8,1,最近，他给我打电话了,APPELER_QN,SINGLE_PERSON,m',PASSE_COMPOSE,IL,ME,,,COD_PERSON,M_A,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0005; context=Récemment,"
PC_0102,SINGLE_CLITIC,SINGLE_PERSON,D2,"Récemment, elle nous a prévenus.",最近，她通知我们了,最近，她通知我们了,最近，我们通知她了,最近，她通知他们了,最近，她帮助我们了,ROLE_REVERSAL|PERSON|LEXICAL,1.0,1,最近，她通知我们了,PREVENIR_QN,SINGLE_PERSON,nous,PASSE_COMPOSE,ELLE,NOUS,,,COD_PERSON,,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0006; context=Récemment,"
PC_0103,SINGLE_CLITIC,SINGLE_PERSON,D2,"Récemment, je vous ai entendu.",最近，我听见您了,最近，我听见您了,最近，您听见我了,最近，我听见他们了,最近，我看见您了,ROLE_REVERSAL|PERSON|LEXICAL,1.4,1,最近，我听见您了,ENTENDRE_QN,SINGLE_PERSON,vous,PASSE_COMPOSE,JE,VOUS,,,COD_PERSON,VOUS_AI,ROLE_REVERSAL,PERSON,LEXICAL,"seed=PC_0007; context=Récemment,"
PC_0104,SINGLE_CLITIC,EN_LEXICAL,D1,"Récemment, j'en ai besoin.",最近，我需要这个,最近，我需要这个,最近，他需要这个,最近，我不需要这个,最近，我需要这些,SUBJECT|POLARITY|NUMBER,1.7,1,最近，我需要这个,AVOIR_BESOIN_DE,SINGLE_EN,en,PRESENT,JE,EN,,,LEXICAL_EN,EN_AI,SUBJECT,POLARITY,NUMBER,"seed=PC_0008; context=Récemment,"
PC_0105,SINGLE_CLITIC,EN_TOPIC,D1,"Actuellement, il en parle souvent.",目前，他经常谈这件事,目前，他经常谈这件事,目前，我经常谈这件事,目前，他经常谈那些人,目前，他很少谈这件事,SUBJECT|SEMANTIC|ADJUNCT,1.0,1,目前，他经常谈这件事,PARLER_DE,SINGLE_EN,en,PRESENT,IL,EN,,,TOPIC,,SUBJECT,SEMANTIC,ADJUNCT,"seed=PC_0009; context=Actuellement,"
PC_0106,SINGLE_CLITIC,EN_QUANTITY,D2,"Récemment, nous en avons acheté trois.",最近，我们买了三个,最近，我们买了三个,最近，他们买了三个,最近，我们买了一个,最近，我们卖了三个,SUBJECT|QUANTITY|LEXICAL,1.7,1,最近，我们买了三个,ACHETER_QCH,SINGLE_EN,en,PASSE_COMPOSE,NOUS,EN,,,QUANTITY,NOUS_EN_AVONS,SUBJECT,QUANTITY,LEXICAL,"seed=PC_0010; context=Récemment,"
PC_0107,SINGLE_CLITIC,Y_LOCATION,D1,"Actuellement, j'y vais demain.",目前，我明天去那里,目前，我明天去那里,目前，他明天去那里,目前，我明天从那里回来,目前，我今天去那里,SUBJECT|DIRECTION|ADJUNCT,1.0,1,目前，我明天去那里,ALLER_A_LIEU,SINGLE_Y,y,PRESENT,JE,Y,,,LOCATION,,SUBJECT,DIRECTION,ADJUNCT,"seed=PC_0011; context=Actuellement,"
PC_0108,SINGLE_CLITIC,Y_TOPIC,D1,"Actuellement, elle y pense encore.",目前，她还在想这件事,目前，她还在想这件事,目前，他还在想这件事,目前，她已经忘了这件事,目前，她还在想别的事,SUBJECT|LEXICAL|SEMANTIC,1.0,1,目前，她还在想这件事,PENSER_A,SINGLE_Y,y,PRESENT,ELLE,Y,,,TOPIC,,SUBJECT,LEXICAL,SEMANTIC,"seed=PC_0012; context=Actuellement,"
PC_0109,SINGLE_CLITIC,Y_TOPIC,D2,"Récemment, vous y avez participé.",最近，您参加了这个活动,最近，您参加了这个活动,最近，我们参加了这个活动,最近，您退出了这个活动,最近，您参加了这些活动,SUBJECT|LEXICAL|NUMBER,1.4,1,最近，您参加了这个活动,PARTICIPER_A,SINGLE_Y,y,PASSE_COMPOSE,VOUS,Y,,,EVENT,VOUS_Y_AVEZ,SUBJECT,LEXICAL,NUMBER,"seed=PC_0013; context=Récemment,"
PC_0110,SINGLE_CLITIC,REFLEXIVE,D2,"Récemment, je me suis trompé.",最近，我搞错了,最近，我搞错了,最近，他搞错了,最近，我没搞错,最近，我迟到了,SUBJECT|POLARITY|LEXICAL,1.3,1,最近，我搞错了,SE_TROMPER,SINGLE_REFLEXIVE,me,PASSE_COMPOSE,JE,ME,,,LEXICAL_REFLEXIVE,ME_SUIS,SUBJECT,POLARITY,LEXICAL,"seed=PC_0014; context=Récemment,"
PC_0111,SINGLE_CLITIC,REFLEXIVE,D2,"Récemment, elle s'est inscrite.",最近，她报名了,最近，她报名了,最近，他报名了,最近，她取消报名了,最近，她已经到了,SUBJECT|POLARITY|LEXICAL,1.7,1,最近，她报名了,S_INSCRIRE,SINGLE_REFLEXIVE,s',PASSE_COMPOSE,ELLE,SE,,,LEXICAL_REFLEXIVE,S_EST,SUBJECT,POLARITY,LEXICAL,"seed=PC_0015; context=Récemment,"
PC_0112,SINGLE_CLITIC,REFLEXIVE,D2,"Récemment, ils se sont rencontrés.",最近，他们见面了,最近，他们见面了,最近，我们见面了,最近，他们没见面,最近，他们打电话了,SUBJECT|POLARITY|LEXICAL,1.5,1,最近，他们见面了,SE_RENCONTRER,SINGLE_REFLEXIVE,se,PASSE_COMPOSE,ILS,SE,,,RECIPROCAL,SE_SONT,SUBJECT,POLARITY,LEXICAL,"seed=PC_0016; context=Récemment,"
PC_0113,SINGLE_CLITIC,SINGLE_COD,D2,"La semaine dernière, je l'ai reçu.",上周，我收到这个了,上周，我收到这个了,上周，他收到这个了,上周，我收到这些了,上周，我把这个给别人了,SUBJECT|COD_NUMBER|ROLE,1.7,1,上周，我收到这个了,RECEVOIR_QCH,SINGLE_COD,l',PASSE_COMPOSE,JE,LE_LA,,,COD_OBJECT,L_AI,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0001; context=La semaine dernière,"
PC_0114,SINGLE_CLITIC,SINGLE_COD,D1,"À présent, elle les connaît.",现在，她认识他们,现在，她认识他们,现在，他认识他们,现在，她认识他,现在，他们认识她,SUBJECT|COD_NUMBER|ROLE,1.0,1,现在，她认识他们,CONNAITRE_QN,SINGLE_COD,les,PRESENT,ELLE,LES,,,COD_PERSON,,SUBJECT,COD_NUMBER,ROLE,"seed=PC_0002; context=À présent,"
PC_0115,SINGLE_CLITIC,SINGLE_COI,D2,"La semaine dernière, je lui ai répondu.",上周，我回复他了,上周，我回复他了,上周，他回复我了,上周，我回复他们了,上周，我没回复他,ROLE_REVERSAL|COI_NUMBER|POLARITY,1.0,1,上周，我回复他了,REPONDRE_A_QN,SINGLE_COI,lui,PASSE_COMPOSE,JE,LUI,,,RECIPIENT,,ROLE_REVERSAL,COI_NUMBER,POLARITY,"seed=PC_0003; context=La semaine dernière,"
